p_id,download_state,name,category,subcategory,url,direct_link,brand,votes,rating,tech-spec,specification,description,related,classification
0301-64-309,0,"Brick, Common, Red, 57mm ",Building Materials,Bricks & Blocks,https://www.bimobject.com/en/genericmaterials/product/brick_common_red_57,None,Generic Building Materials,(0 reviewes),No Rating,Material main Brick,Unique ref. Brick_Common_Red_57 Product family Materials Product group Building materials Type Building Material Date of publishing 2016-01-01 Edition number 1 Depth (mm) 57 Material main Brick BIMobj,None,None,None
0302-09-310,0,21X120 SOCKEL ALLMOGE PROFIL 34 ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/21x120-sockel-allmoge-profil-34,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 21x120-sockel-allmoge-profil-34 Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 120 Depth (mm) 21 Produ,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0301-07-311,0,Face Brick Cibeles White Clinker ,Building Materials,Bricks & Blocks,https://www.bimobject.com/en/ceramicasmora/product/cibeles-blanco,http://ceramicasmora.com/en/portfolios/clinker-cibeles/,Cerámicas Mora,(,No Rating,Unique ref.C IB EL ES-B LA NC OProduct family Face Brick Product group Clinker Type Object (single object)Date of publishing2020-03-30 Edition number1 Height (mm)48 Width (mm)237 Depth (mm)113,"Highest quality face brick. Water Absorption ≤ 6 %. Compressive Strenght ≥ 40 N/mm2. Durability against freeze-thaw : F2 (80). Available in different sizes (mm) : 237x113x48, 287x90x48, 230x70x72, 194","The Klinker Cibeles white brick is a real white brick color through the body, its pure white colour is obtained by mixing especial clays at very high temperature(1.300ºC), in this way we achieve an un",Material main Brick Designed in Spain Manufactured in Spain Weight Net (Kg)1.7,B IMobject Category Building Materials - Bricks &amp; Blocks IF C classification Wall UN SP SC name Ceramic bricks UN SP SC code30131602 Uniclass 2015 Code Pr_20_93_52_15 Uniclass 2015 Description Cla
0301-37-312,0,ICMU Insultech Oldcastle OEBE Strecher Unit ,Building Materials,Bricks & Blocks,https://www.bimobject.com/en/echelon/product/icmu_oebe_strecher,https://www.echelonmasonry.com/performance-upgrade-options/insultech-system,Echelon,(0 reviewes),No Rating,Unique ref.icmu_oebe_strecher Product family Specialty Equipment Product group Insulated Concrete Masonry System Type Object (single object)Date of publishing2014-01-01 Edition number1 Height (inches),Unique ref. icmu_oebe_strecher Product family Specialty Equipment Product group Insulated Concrete Masonry System Type Object (single object) Date of publishing 2014-01-01 Edition number 1 Height (inc,None,Material main Concrete Material secondary Polystyrene (E PS)Designed in United States Manufactured in United States,B IMobject Category Building Materials - Bricks &amp; Blocks Uniclass 2015 Code Pr_20_93_52_42 Uniclass 2015 Description Insulated concrete blocks Omni Class Number23-13 21 11 23 Omni Class Title Prei
0302-90-313,0,12X95 SOCKEL ALLMOGE PROFIL 23 ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/12x95-sockel-allmoge-profil-23,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 12x95-sockel-allmoge-profil-23 Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 95 Depth (mm) 12 Product,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-314,0,15X69 FODER ALLMOGE ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x69-foder-allmoge,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x69-foder-allmoge Product family MOULDINGS Product group FODER Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 69 Depth (mm) 15 Product url Materia,"Foder ramar in snickerier som dörrar och fönster. Fodret är en typ av täcklist, som täcker skarvar mellan materialslagen. Fodret är en vacker detalj som finns i såväl slätt som profilerat utförande. F",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0301-58-315,0,Albarracin Flashed Klinker Facing Brick ,Building Materials,Bricks & Blocks,https://www.bimobject.com/en/malpesa/product/ladrillo-caravista-flaseado-albarracin,http://www.malpesa.es/en/detalle_final_producto.php?idc=1&ids=2&id=43,Cerámica Malpesa,(0 reviewes),No Rating,Unique ref.Ladrillo-Caravista-Flaseado-Albarracin Product family Ladrillo Caravista / Facing Brick Product group Flashed Facing Brick/Ladrillo Klinker Flaseado Type Object (single object)Date of publi,Available sizes (mm): 240X115X50 Unique ref. Ladrillo-Caravista-Flaseado-Albarracin Product family Ladrillo Caravista / Facing Brick Product group Flashed Facing Brick/Ladrillo Klinker Flaseado Type O,"Extruded klinker facing bricks fired at a higher temperature and in a reducing atmosphere, i.e: with little oxygen quantity. The iron compounds which are transformed into reddish colored ferric oxide ",Material main Ceramics Material secondary Masonry Designed in Spain Manufactured in Spain Weight Net (Kg)1.8,B IMobject Category Building Materials - Bricks &amp; Blocks IF C classification Wall UN SP SC name Ceramic bricks UN SP SC code30131602 Uniclass 2015 Code Pr_20_93_52_15 Uniclass 2015 Description Cla
0302-09-316,0,21X95 FODER ALLMOGE ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/21x95-foder-allmoge,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 21x95-foder-allmoge Product family MOULDINGS Product group FODER Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 95 Depth (mm) 21 Product url Materia,"Foder ramar in snickerier som dörrar och fönster. Fodret är en typ av täcklist, som täcker skarvar mellan materialslagen. Fodret är en vacker detalj som finns i såväl slätt som profilerat utförande. F",B IMobject Category Building Materials - Coving,None
0302-93-317,0,15X56 TAKLIST ALLMOGE SVANHALS ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x56-taklist-allmoge-svanhals,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x56-taklist-allmoge-svanhals Product family MOULDINGS Product group TAKLIST Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 56 Depth (mm) 15 Produc,Taklist allmoge är på baksidan vinklad 90 grader för att kunna fästas emot både tak och vägg och därmed dölja springan/skarven som blir efter uppsättning av önskad tak-/väggbeklädnad.,B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-318,0,15X69 SOCKEL ALLMOGE ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x69-sockel-allmoge,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x69-sockel-allmoge Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 69 Depth (mm) 15 Product url Mater,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-319,0,15X69 SOCKEL ALLMOGE PROFIL 34 ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x69-sockel-allmoge-profil-34,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x69-sockel-allmoge-profil-34 Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 69 Depth (mm) 15 Product,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-320,0,15X43 TAKLIST ALLMOGE SVANHALS ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x43-taklist-allmoge-svanhals,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x43-taklist-allmoge-svanhals Product family MOULDINGS Product group TAKLIST Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 43 Depth (mm) 15 Produc,Taklist allmoge är på baksidan vinklad 90 grader för att kunna fästas emot både tak och vägg och därmed dölja springan/skarven som blir efter uppsättning av önskad tak-/väggbeklädnad.,B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-09-321,0,21X56 TAKLIST ALLMOGE ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/21x56-taklist-allmoge,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 21x56-taklist-allmoge Product family MOULDINGS Product group TAKLIST Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 56 Depth (mm) 21 Product url Mat,Taklist allmoge är på baksidan vinklad 90 grader för att kunna fästas emot både tak och vägg och därmed dölja springan/skarven som blir efter uppsättning av önskad tak-/väggbeklädnad.,B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-94-322,0,16X80 DÖRROMFATTNING ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/16x80-dorromfattning,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 16x80-dorromfattning Product family MOULDINGS Product group DÖRROMFATTNING Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 80 Depth (mm) 16 Product u,"Dörromfattningen monterar du efter att väggen är monterad, Du har kanske en dörröppning som måste kläs in. Du sätter antingen in en karm med dörrblad. Önskar du en öppning utan dörrblad . Sätter du de",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-90-323,0,12X69 SOCKEL ALLMOGE PROFIL 24 ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/12x69-sockel-allmoge-profil-24,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 12x69-sockel-allmoge-profil-24 Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 69 Depth (mm) 12 Product,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-94-324,0,16X120 DÖRROMFATTNING ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/16x120-dorromfattning,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 16x120-dorromfattning Product family MOULDINGS Product group DÖRROMFATTNING Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 120 Depth (mm) 16 Product,"Dörromfattningen monterar du efter att väggen är monterad, Du har kanske en dörröppning som måste kläs in. Du sätter antingen in en karm med dörrblad. Önskar du en öppning utan dörrblad . Sätter du de",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-325,0,15X69 SOCKEL ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x69-sockel,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x69-sockel Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 69 Depth (mm) 15 Product url Material main,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-09-326,0,21X95 FODER ALLMOGE VÅXTORP ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/21x95-foder-allmoge-vaxtorp,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 21x95-foder-allmoge-vaxtorp Product family MOULDINGS Product group FODER Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 95 Depth (mm) 21 Product url,"Foder ramar in snickerier som dörrar och fönster. Fodret är en typ av täcklist, som täcker skarvar mellan materialslagen. Fodret är en vacker detalj som finns i såväl slätt som profilerat utförande. F",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-97-327,0,19X27 SALNINGSLIST ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/19x27-salningslist,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 19x27-salningslist Product family MOULDINGS Product group SALNINGSLIST Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 27 Depth (mm) 19 Product url M,"Salningslisten är en sorts smyglist som har en rundad kant och en skarp kant mot den synliga sidan, baksidan är slät med två skarpa kanter. Denna list används oftast som påbyggnad till dörrkarmen då v",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-96-328,0,"18X170 FÖNSTERSMYG FALS 9,5X35MM ",Building Materials,Coving,https://www.bimobject.com/en/beijer/product/18x170-fonstersmyg-fals-9_5x35mm,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 18x170-fonstersmyg-fals-9_5x35mm Product family MOULDINGS Product group FÖNSTERSMYG Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 170 Depth (mm) 18,Fönstersmyg används vid montering av fönster och dörrar som utsalning mot vägg. Foderbildande.,B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-90-329,0,12X69 SOCKEL ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/12x69-sockel,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 12x69-sockel Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 69 Depth (mm) 12 Product url Material main,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-330,0,15X67 SOCKEL ALLMOGE LÄCKEBY ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x67-sockel-allmoge-lackeby,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x67-sockel-allmoge-lackeby Product family MOULDINGS Product group SOCKEL Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 67 Depth (mm) 15 Product u,"Sockel, eller golvlist som det också heter, används oftast för att spika fast i väggen i kant med golvet vilket gör att glipan mellan golv och vägg döljs samtidigt som den skyddar väggbeklädnaden så s",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-331,0,15X33 HÅLKÄLSLIST ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x33-halkalslist,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x33-halkalslist Product family MOULDINGS Product group HÅLKÄLSLIST Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 33 Depth (mm) 15 Product url Mat,En taklists primära funktion är att dölja eller markera skarven/övergången mellan tak och vägg. Genom att välja taklist kan man framhäva taket eller väggen (skugglist) eller i princip trolla bort över,B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-94-332,0,16X155 DÖRROMFATTNING ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/16x155-dorromfattning,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 16x155-dorromfattning Product family MOULDINGS Product group DÖRROMFATTNING Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 155 Depth (mm) 16 Product,"Dörromfattningen monterar du efter att väggen är monterad, Du har kanske en dörröppning som måste kläs in. Du sätter antingen in en karm med dörrblad. Önskar du en öppning utan dörrblad . Sätter du de",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
0302-93-333,0,15X67 FODER ALLMOGE LÄCKEBY ,Building Materials,Coving,https://www.bimobject.com/en/beijer/product/15x67-foder-allmoge-lackeby,https://www.beijerbygg.se/SearchDisplay?storeId=10201&catalogId=10551&langId=46&beginIndex=0&searchSource=Q&sType=SimpleSearch&resultCatEntryType=1&showResultsPage=true&pageView=&coSearchSkuEnabled=true&searchT,Beijer,(0 reviewes),No Rating,Product urlhttps://www.beijerbygg.se/Search Display?store Id=10201&amp;catalog Id=10551&amp;lang Id=46&amp;begin Index=0&amp;search Source=Q&amp;s Type=Simple Search&amp;result Cat Entry Type=1&amp;sh,Unique ref. 15x67-foder-allmoge-lackeby Product family MOULDINGS Product group FODER Type Object (single object) Date of publishing 2021-05-07 Edition number 1 Height (mm) 67 Depth (mm) 15 Product url,"Foder ramar in snickerier som dörrar och fönster. Fodret är en typ av täcklist, som täcker skarvar mellan materialslagen. Fodret är en vacker detalj som finns i såväl slätt som profilerat utförande. F",B IMobject Category Building Materials - Coving IF C classification Object Uniclass 2015 Code TE_70_40_50_66 Uniclass 2015 Description Profile boards Omni Class Number23-13 17 11 Omni Class Title Rigi,None
