p_id,download_state,name,category,subcategory,url,direct_link,brand,votes,rating,tech-spec,specification,description,related,classification
0300-37-102,1,SCG Wall Acoustic Cylence Zandera Standard 300x300,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zandera_standard_300x300_0-31,https://www.scgbuildingmaterials.com/th/product/sound-insulation,SCG เอสซีจี,(0 reviewes),No Rating,Unique ref.S CG_ Wall_ Acoustic_ Cylence_ Zandera_ Standard_300x300_0-31 Product family Wall Product group Wall Acoustics Type Object (single object)Date of publishing2021-01-16 Edition number1 Height,Unique ref. SCG_Wall_Acoustic_Cylence_Zandera_Standard_300x300_0-31 Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height ,None,Material main Glass wool Designed in Thailand Manufactured in Thailand,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-59-103,1,Acoustic Frame ARCS-14 ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/barrisol/product/acoustic-frame-arcs-14,https://barrisol.com/uk/stretch-ceiling/stretch-ceilings-range/arcolis/photos-of-realizations,Barrisol,(0 reviewes),No Rating,"Unique ref.acoustic-frame-arcs-14 Product family Acoustic frames, panels &amp; baffles Product group Decorative acoustic panels &amp; baffles Type Object (single object)Date of publishing2020-09-01 Ed","Unique ref. acoustic-frame-arcs-14 Product family Acoustic frames, panels & baffles Product group Decorative acoustic panels & baffles Type Object (single object) Date of publishing 2020-09-01 Edition",None,Material main Aluminium Material secondary Fabric Designed in France Manufactured in France,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-31-104,1,"Soundwave Village, Acoustic panel ",Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/flokk/product/soundwave-village-acoustic-panel,https://www.offecct.com/product/soundwave-village-acoustic-panel/,Flokk Ltd,(0 reviewes),No Rating,"Unique ref.soundwave-village-acoustic-panel Product family OF FE CC TProduct group Soundwave, Acoustic Panel Type Object (single object)Date of publishing2022-07-26 Edition number1 Height (mm)585 Widt","Unique ref. soundwave-village-acoustic-panel Product family OFFECCT Product group Soundwave, Acoustic Panel Type Object (single object) Date of publishing 2022-07-26 Edition number 1 Height (mm) 585 W",None,Material main Polyester Material secondary Fibre-felt Designed in Sweden Manufactured in Poland Weight Net (Kg)1,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Furniture ET IM Code EG017960 ET IM Name Furniture
0300-37-105,1,SCG Wall Acoustic Cylence Zoftone 600x1200 3.68 Bl,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_3-68_black,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_3-68_Black Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-106,1,SCG Wall Acoustic Cylence Zandera Scenera 600x600-,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zandera_scenera_600x600_0-63,https://www.scgbuildingmaterials.com/th/product/sound-insulation,SCG เอสซีจี,(0 reviewes),No Rating,Unique ref.S CG_ Wall_ Acoustic_ Cylence_ Zandera_ Scenera_600x600_0-63 Product family Wall Product group Wall Acoustics Type Object (single object)Date of publishing2021-01-16 Edition number1 Height ,Unique ref. SCG_Wall_Acoustic_Cylence_Zandera_Scenera_600x600_0-63 Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (,None,Material main Glass wool Designed in Thailand Manufactured in Thailand,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-39-107,1,"SOUNDWAVE SCRUNCH, ACOUSTIC PANEL ",Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/flokk/product/soundwave-scrunch-acoustic-panel,https://www.offecct.com/product/soundwave-scrunch-acoustic-panel/,Flokk Ltd,(0 reviewes),No Rating,"Unique ref.soundwave-scrunch-acoustic-panel Product family OF FE CC TProduct group Soundwave, Acoustic Panel Type Object (single object)Date of publishing2022-07-26 Edition number1 Height (mm)585 Widt","Unique ref. soundwave-scrunch-acoustic-panel Product family OFFECCT Product group Soundwave, Acoustic Panel Type Object (single object) Date of publishing 2022-07-26 Edition number 1 Height (mm) 585 W",None,Material main Polyester Material secondary Fibre-felt Designed in Sweden Manufactured in Poland Weight Net (Kg)1,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Furniture ET IM Code EG017960 ET IM Name Furniture
0300-57-108,1,ACUSTIDAN 16/4 ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/danosa/product/acustidan_164,http://portal.danosa.com/danosa/CMSServlet?node=610080&lng=2&site=4,Danosa,(0 reviewes),No Rating,Unique ref.acustidan_164 Product family Acoustic Insulation Product group Asphalt Type Object (single object)Date of publishing2019-03-08 Edition number1 Height (mm)1000 Width (mm)6000 Depth (mm)20,Unique ref. acustidan_164 Product family Acoustic Insulation Product group Asphalt Type Object (single object) Date of publishing 2019-03-08 Edition number 1 Height (mm) 1000 Width (mm) 6000 Depth (mm,ACUSTIDAN 16/4 is a multi-layer panel made of a high density bitumen based membrane and a porous textile layer. Acoustically it works as a low frequency sound insulation. SCOPE: - Commonly used in sho,Material main Asphalt Material secondary Wool Designed in Spain Manufactured in Spain,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Material Uniclass 2015 Code Ss_25_25_05 Uniclass 2015 Description Acoustic panel systems CS I Master Form
0300-37-109,1,SCG Wall Acoustic Cylence Zoftone 600x1200 2.08 Wh,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_2-08_white,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_2-08_White Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-57-110,1,ACOUSTIC MEMBRANE M.A.D. 4 ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/danosa/product/membrana_acustica_danosa_mad_4,http://portal.danosa.com/danosa/CMSServlet?node=610005&lng=2&site=4,Danosa,(0 reviewes),No Rating,Unique ref.membrana_acustica_danosa_mad_4 Product family Acoustic Insulation Product group Asphalt Type Object (single object)Date of publishing2019-03-08 Edition number1 Height (mm)1000 Width (mm)600,TECHNICAL DATA: - Thickness tolerance: less than 10 % (EN 823) - Length and width tolerance: less than 5 % (EN 822) - Nominal mass: more than 6 Kg/m2 (EN 1849-1) - Tensile strength: longitudinal 200 N,M.A.D.4 is a high density bitumen modified membrane specifically designed to behave as an anti resonant material. It is an efficient substitute for lead sheets. Between porous absorbers materials work,Material main Asphalt Material secondary Mineral wool Designed in Spain Manufactured in Spain Weight Net (Kg)5,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Material Uniclass 2015 Code Ss_25_25_05 Uniclass 2015 Description Acoustic panel systems CS I Master Form
0300-37-111,1,SCG Wall Acoustic Cylence Zandera Standard 100x300,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zandera_standard_100x300_0-11,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Unique ref.S CG_ Wall_ Acoustic_ Cylence_ Zandera_ Standard_100x300_0-11 Product family Wall Product group Wall Acoustics Type Object (single object)Date of publishing2021-01-16 Edition number1 Height,Unique ref. SCG_Wall_Acoustic_Cylence_Zandera_Standard_100x300_0-11 Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height ,None,Material main Glass wool Designed in Thailand Manufactured in Thailand,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-59-112,1,Acoustic and decorative panel Mappywood PR (20mm h,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/mappy/product/mappywood-pr-20,https://www.mappyitalia.com/en/p/interior-design,Mappy Italia,(0 reviewes),No Rating,Unique ref.mappywood-P R-20 Product family Acoustic comfort and acoustic furniture for interior design Product group Mappywood Type Object (single object)Date of publishing2020-09-24 Edition number1,"SLAT SIZE • Standard length 2800 mm • Standard width: 192 mm Other dimensions on request PANEL SIZE • Standard length: 600 mm • Standard width: 600 mm, 1200 mm Other dimensions on request Unique ref. ",MAPPYWOOD PR The family of perforated panels combines the beauty of wood with the precision of the holes on the MDF in the various cutting layouts. Our perforated panels are suitable for the decoratio,Material main Wood Material secondary Polyester Designed in Italy Manufactured in Italy,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Building Element UN SP SC name Acoustical insulation UN SP SC code30141601 Uniclass 2015 Code Ss_25_25_05
0300-31-113,1,Sound Off Cloud ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/gotessons/product/sound-off-cloud,https://gotessons.com/en/products/absorbents-wall-and-ceiling/sound-off-cloud,Götessons,(0 reviewes),No Rating,Unique ref.sound-off-cloud Product family Furniture Product group Wall and Ceiling Acoustics Date of publishing2021-07-01 Edition number1 Depth (mm)50,Unique ref. sound-off-cloud Product family Furniture Product group Wall and Ceiling Acoustics Date of publishing 2021-07-01 Edition number 1 Depth (mm) 50 Product url Designed in Sweden Manufactured i,"Cloud shaped, effective sound absorbent for mouting on the ceiling. Can be chosen in raw EcoSUND or dressed in textile.",Designed in Sweden Manufactured in Sweden,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Furnishing Element
0300-37-114,1,SCG Wall Acoustic Cylence Zoftone 600x1200 2.05 Bl,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_2-05_black,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_2-05_Black Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-115,1,SCG Wall Acoustic Cylence Zoftone 600x1200 3.55 Bl,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_3-55_black,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_3-55_Black Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-116,1,SCG Wall Acoustic Cylence Zoftone 600x1200 3.68 Wh,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_3-68_white,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_3-68_White Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-117,1,SCG Wall Acoustic Cylence Zoftone 600x1200 1.25 Bl,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_1-25_black,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_1-25_Black Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-118,1,SCG Wall Acoustic Cylence Zoftone 600x1200 1.65 Bl,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_1-65_black,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_1-65_Black Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-119,1,SCG Wall Acoustic Cylence Zoftone 600x1200 3.55 Wh,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_3-55_white,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_3-55_White Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-120,1,SCG Wall Acoustic Cylence Zandera Standard 1000x10,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zandera_standard_1000x1000_4-05,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Unique ref.S CG_ Wall_ Acoustic_ Cylence_ Zandera_ Standard_1000x1000_4-05 Product family Wall Product group Wall Acoustics Type Object (single object)Date of publishing2021-01-16 Edition number1 Heig,Unique ref. SCG_Wall_Acoustic_Cylence_Zandera_Standard_1000x1000_4-05 Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Heigh,None,Material main Glass wool Designed in Thailand Manufactured in Thailand,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-37-121,1,SCG Wall Acoustic Cylence Zoftone 600x1200 1.12 Wh,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_1-12_white,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_1-12_White Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-122,1,SCG Wall Acoustic Cylence Zoftone 600x1200 2.88 Bl,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_2-88_black,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_2-88_Black Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-01-123,1,Feltech Acoustic Wall Acoupanel Sculpture ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/feltech/product/feltech_acoustic_wall_acoupanel_sculpture,https://www.feltech.co.th/en/product/view/Xvy690?thickness=9,Feltech เฟลเทค,(0 reviewes),No Rating,Product urlhttps://www.feltech.co.th/en/product/view/Xvy690?thickness=9,Unique ref. Feltech_Acoustic_Wall_Acoupanel_Sculpture Product family Acoustic Wall Product group Acoupanel Type Building Material Date of publishing 2022-10-19 Edition number 1 Height (mm) 2800 Width ,Available in 2-panel formats to help with your decision making Sculpture - wall mounted : single colour patterned. Sculpture Duo-wall mounted dual-layer colour. The design is cut into the material to ,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories Omni Class Number23-15 15 29 Omni Class Title Acoustical Wall Finishes,None
0300-59-124,1,Acoustic Frame ARCS-13 ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/barrisol/product/acoustic-frame-arcs-13,https://barrisol.com/uk/stretch-ceiling/stretch-ceilings-range/arcolis/photos-of-realizations,Barrisol,(0 reviewes),No Rating,"Unique ref.acoustic-frame-arcs-13 Product family Acoustic frames, panels &amp; baffles Product group Decorative acoustic panels &amp; baffles Type Object (single object)Date of publishing2020-09-01 Ed","Unique ref. acoustic-frame-arcs-13 Product family Acoustic frames, panels & baffles Product group Decorative acoustic panels & baffles Type Object (single object) Date of publishing 2020-09-01 Edition",None,Material main Aluminium Material secondary Fabric Designed in France Manufactured in France,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-59-125,1,Acoustic Frame ARCS-16 LED ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/barrisol/product/acoustic-frame-arcs-16-led,https://barrisol.com/uk/stretch-ceiling/stretch-ceilings-range/arcolis/photos-of-realizations,Barrisol,(,No Rating,"Unique ref.acoustic-frame-arcs-16-led Product family Acoustic frames, panels &amp; baffles Product group Decorative acoustic panels &amp; baffles Type Object (single object)Date of publishing2020-07-1","Unique ref. acoustic-frame-arcs-16-led Product family Acoustic frames, panels & baffles Product group Decorative acoustic panels & baffles Type Object (single object) Date of publishing 2020-07-10 Edi",None,Material main Aluminium Material secondary Fabric Designed in France Manufactured in France,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-31-126,1,"Soundwave Swell, Acoustic panel ",Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/flokk/product/soundwave-swell-acoustic-panel,https://www.offecct.com/product/soundwave-swell-acoustic-panel/,Flokk Ltd,(0 reviewes),No Rating,"Unique ref.soundwave-swell-acoustic-panel Product family OF FE CC TProduct group Soundwave, Acoustic Panel Type Object (single object)Date of publishing2022-07-26 Edition number1 Height (mm)585 Width ","Unique ref. soundwave-swell-acoustic-panel Product family OFFECCT Product group Soundwave, Acoustic Panel Type Object (single object) Date of publishing 2022-07-26 Edition number 1 Height (mm) 585 Wid",None,Designed in Sweden Manufactured in Poland Weight Net (Kg)1,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Furniture ET IM Code EG017960 ET IM Name Furniture
0300-31-127,1,Sound absorbing panel Mappyfiber L Wavy ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/mappy/product/mappyfiber-l-wavy,https://www.mappyitalia.com/en/p/interior-design,Mappy Italia,(0 reviewes),No Rating,Unique ref.mappyfiber-l-wavy Product family Acoustic comfort and acoustic furniture for interior design Product group Mappyfiber Type Object (single object)Date of publishing2020-07-16 Edition number1,Available sizes: Customizable width modules from H1970mm x W840mm Acoustic properties: aw = 0.85 NRC = 0.85 (in adhesion) Unique ref. mappyfiber-l-wavy Product family Acoustic comfort and acoustic fur,"MAPPYFIBER L WAVY is a sound-absorbing system for walls and ceilings where the polyester fiber is shaped as a wave, giving dimensional continuity even on important surfaces. The product is available i",Material main Polyester Material secondary Polyester Designed in Italy Manufactured in Italy,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Building Element UN SP SC name Acoustical insulation UN SP SC code30141601 CS I Master Format 2014 Code09
0300-01-128,1,Feltech Acoustic Wall & Ceiling Acoupanel_APD12 Pr,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/feltech/product/feltech_acoustic_wall_ceiling_acoupanel_apd12_printed,https://www.feltech.co.th/en/product/view/ZvqM5v?thickness=9,Feltech เฟลเทค,(0 reviewes),No Rating,Product urlhttps://www.feltech.co.th/en/product/view/Zvq M5v?thickness=9,Unique ref. Feltech_Acoustic_Wall_Ceiling_Acoupanel_APD12_Printed Product family Acoustic Wall & Ceiling Product group Acoupanel_APD12 Type Building Material Date of publishing 2022-10-19 Edition numb,"Images and your designs can be printed directly onto one or several acoupanels to make your unique project statement, without detriment to the noise reduction values.",B IMobject Category Building Materials - Acoustic Panels &amp; Accessories Omni Class Number23-15 15 29 Omni Class Title Acoustical Wall Finishes,None
0300-09-129,1,FONODAN BJ ,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/danosa/product/fonodan_bj,http://portal.danosa.com/danosa/CMSServlet?node=610207&lng=2&site=4,Danosa,(0 reviewes),No Rating,Unique ref.fonodan_bj Product family Acoustic Insulation Product group Polyethylene Type Object (single object)Date of publishing2019-03-08 Edition number1 Height (mm)420 Width (mm)10000 Depth (mm)3.9,Unique ref. fonodan_bj Product family Acoustic Insulation Product group Polyethylene Type Object (single object) Date of publishing 2019-03-08 Edition number 1 Height (mm) 420 Width (mm) 10000 Depth (,FONODAN BJ is a two layer product made of a self-adhesive high density bitumen membrane thermally bonded to a cross-linked polyethylene. FONODAN BJ acoustically works providing the acoustic mass of th,Material main Polyethylene Material secondary Asphalt Designed in Spain Manufactured in Spain Weight Net (Kg)2,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories IF C classification Building Element Proxy Uniclass 2015 Code Pr_35_31_85_02 Uniclass 2015 Description Acoustic chute coating
0402-51-130,1,Kontaktledningsfundament typ 5 1400x1400x2600x ,Engineering & Infrastructure,Rail,https://www.bimobject.com/en/steriks/product/foundation-1400x1400x2600-type-5,https://steriks.se/produktsortiment/trafik--jarnvag/jarnvagsprodukter/kontaktledningsfundament-typ-5/,S:t Eriks,(0 reviewes),No Rating,Product urlhttps://steriks.se/produktsortiment/trafik--jarnvag/jarnvagsprodukter/kontaktledningsfundament-typ-5/Technical descriptionhttps://steriks.se/api/productdatasheet/produktblad-Fundament-8572,Unique ref. Foundation-1400x1400x2600-type-5 Product family Järnvägsprodukter Product group Fundament Type Object (single object) Date of publishing 2022-08-11 Edition number 1 Height (mm) 2600 Width ,Kontaktledningsfundamentet bär upp kontaktledningsstolpen med tillhörande stag och ledningar. Betongfundamentet finns med eller utan fot. Stagankare finns i många olika utföranden beroende på spårområ,B IMobject Category Engineering &amp; Infrastructure - Rail IF C classification Object Uniclass 2015 Code PM_30_30_45 Uniclass 2015 Description Landscape model Omni Class Number23-11 27 00 Omni Class ,None
0300-37-131,1,SCG Wall Acoustic Cylence Zandera Standard 200x300,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zandera_standard_200x300_0-2,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Unique ref.S CG_ Wall_ Acoustic_ Cylence_ Zandera_ Standard_200x300_0-2 Product family Wall Product group Wall Acoustics Type Object (single object)Date of publishing2021-01-16 Edition number1 Height ,Unique ref. SCG_Wall_Acoustic_Cylence_Zandera_Standard_200x300_0-2 Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (,None,Material main Glass wool Designed in Thailand Manufactured in Thailand,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
0300-37-132,1,SCG Wall Acoustic Cylence Zoftone 600x1200 2.88 Wh,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_2-88_white,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_2-88_White Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0402-57-133,1,Kabelränna 1070 Citybanan 1070x2250x400 ,Engineering & Infrastructure,Rail,https://www.bimobject.com/en/steriks/product/kabelranna-1070-citybanan,https://steriks.se/produktsortiment/trafik--jarnvag/jarnvagsprodukter/kabelranna-1070-citybanan/,S:t Eriks,(0 reviewes),No Rating,Unique ref.Kabelranna-1070-Citybanan Product family Järnvägsprodukter Product group Kabelrännor Type Object (single object)Date of publishing2022-08-11 Edition number1 Height (mm)400 Width (mm)1070 De,Unique ref. Kabelranna-1070-Citybanan Product family Järnvägsprodukter Product group Kabelrännor Type Object (single object) Date of publishing 2022-08-11 Edition number 1 Height (mm) 400 Width (mm) 1,None,Material main Concrete Material secondary Concrete Designed in Sweden Manufactured in Sweden Weight Net (Kg)718,B IMobject Category Engineering &amp; Infrastructure - Rail IF C classification Object Uniclass 2015 Code PM_30_30_45 Uniclass 2015 Description Landscape model Omni Class Number23-11 27 00 Omni Class 
0402-57-134,1,Kabelränna 350 350x2250x300 ,Engineering & Infrastructure,Rail,https://www.bimobject.com/en/steriks/product/kabelranna-350-350x2250x300,https://steriks.se/produktsortiment/trafik--jarnvag/jarnvagsprodukter/kabelranna-350/,S:t Eriks,(0 reviewes),No Rating,Product urlhttps://steriks.se/produktsortiment/trafik--jarnvag/jarnvagsprodukter/kabelranna-350/Technical descriptionhttps://steriks.se/api/productdatasheet/produktblad-Kabelrnnor-8487,Unique ref. Kabelranna-350-350x2250x300 Product family Järnvägsprodukter Product group Kabelrännor Type Object (single object) Date of publishing 2022-08-11 Edition number 1 Height (mm) 300 Width (mm),None,B IMobject Category Engineering &amp; Infrastructure - Rail IF C classification Object Uniclass 2015 Code PM_30_30_45 Uniclass 2015 Description Landscape model Omni Class Number23-11 27 00 Omni Class ,None
0300-37-135,1,SCG Wall Acoustic Cylence Zoftone 600x1200 1.52 Bl,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zoftone_600x1200_1-52_black,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Product urlhttps://www.scgbuildingmaterials.com/th/product,Unique ref. SCG_Wall_Acoustic_Cylence_Zoftone_600x1200_1-52_Black Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height (m,None,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories,None
0300-37-136,1,SCG Wall Acoustic Cylence Zandera Standard 200x600,Building Materials,Acoustic Panels & Accessories,https://www.bimobject.com/en/scg/product/scg_wall_acoustic_cylence_zandera_standard_200x600_0-39,https://www.scgbuildingmaterials.com/th/product,SCG เอสซีจี,(0 reviewes),No Rating,Unique ref.S CG_ Wall_ Acoustic_ Cylence_ Zandera_ Standard_200x600_0-39 Product family Wall Product group Wall Acoustics Type Object (single object)Date of publishing2021-01-16 Edition number1 Height,Unique ref. SCG_Wall_Acoustic_Cylence_Zandera_Standard_200x600_0-39 Product family Wall  Product group Wall Acoustics Type Object (single object) Date of publishing 2021-01-16 Edition number 1 Height ,None,Material main Glass wool Designed in Thailand Manufactured in Thailand,B IMobject Category Building Materials - Acoustic Panels &amp; Accessories
